State,Crop,Season,Year,Area,Production,Yield
Jharkhand,Masoor,Rabi,2003-04,6993.61,8680.58,1.241215909952085
Jharkhand,Masoor,Rabi,2004-05,2691.7200000000003,1619.73,0.6017453524140698
Jharkhand,Masoor,Rabi,2005-06,2834.21,1352.1799999999998,0.4770923820041563
Jharkhand,Masoor,Rabi,2006-07,4190.51,2518.0,0.6008815156150444
Jharkhand,Masoor,Rabi,2007-08,4425.09,2923.6800000000003,0.6607052059958103
Jharkhand,Masoor,Rabi,2009-10,5904.0,6544.0,1.10840108401084
Jharkhand,Masoor,Rabi,2010-11,1576.0,1244.0,0.7893401015228426
Jharkhand,Masoor,Rabi,2011-12,5097.0,5038.0,0.9884245634687071
Jharkhand,Masoor,Rabi,2012-13,10104.0,9830.0,0.9728820269200317
Jharkhand,Masoor,Rabi,2013-14,10592.0,8773.0,0.8282666163141994
Jharkhand,Masoor,Rabi,2014-15,6532.0,4850.0,0.7424984690753215
Jharkhand,Masoor,Rabi,2015-16,8785.0,6304.0,0.717586795674445
Jharkhand,Masoor,Rabi,2017-18,69440.0,62515.0,0.9002736175115207
Jharkhand,Masoor,Rabi,2018-19,57262.0,50087.0,0.874698753099787
Jharkhand,Masoor,Rabi,2019-20,62319.0,52920.0,0.8491792230298946
Jharkhand,Moong(Green Gram),Kharif,2017-18,29004.0,23589.0,0.813301613570542
Jharkhand,Moong(Green Gram),Kharif,2018-19,30365.0,22664.0,0.7463856413634118
Jharkhand,Moong(Green Gram),Kharif,2019-20,22936.0,18556.0,0.8090338332752005
Jharkhand,Niger seed,Kharif,2017-18,4943.0,2790.0,0.5644345539146267
Jharkhand,Niger seed,Kharif,2018-19,4743.0,2601.0,0.5483870967741935
Jharkhand,Niger seed,Kharif,2019-20,3117.0,1496.0,0.47994866859159446
Jharkhand,Onion,Rabi,2004-05,1360.19,9805.14,7.208654673244179
Jharkhand,Onion,Rabi,2005-06,1724.12,18803.89,10.906369626244114
Jharkhand,Onion,Rabi,2006-07,2914.72,16719.0,5.736056979744196
Jharkhand,Onion,Rabi,2007-08,2958.96,18582.0,6.279909157271474
Jharkhand,Onion,Rabi,2008-09,3049.28,15459.0,5.069721376849617
Jharkhand,Onion,Rabi,2009-10,2948.0,12878.0,4.368385345997286
Jharkhand,Onion,Rabi,2010-11,3026.0,17427.0,5.759087904824852
Jharkhand,Onion,Rabi,2011-12,3184.0,20676.0,6.493718592964824
Jharkhand,Onion,Rabi,2012-13,3087.0,17468.0,5.658568189180434
Jharkhand,Onion,Rabi,2013-14,3640.0,24604.0,6.759340659340659
Jharkhand,Onion,Rabi,2014-15,3714.0,21861.0,5.886106623586429
Jharkhand,Onion,Rabi,2015-16,3129.0,19999.0,6.391498881431767
Jharkhand,Onion,Rabi,2016-17,3646.0,29203.0,8.009599561162918
Jharkhand,Onion,Whole Year,2003-04,1137.98,9196.869999999999,8.081750118631257
Jharkhand,Other Kharif pulses,Kharif,2017-18,27172.0,19797.0,0.7285808920948035
Jharkhand,Other Kharif pulses,Kharif,2018-19,24612.0,15141.0,0.6151877133105802
Jharkhand,Other Kharif pulses,Kharif,2019-20,17041.0,11694.0,0.6862273340766387
Jharkhand,Other Rabi pulses,Rabi,2017-18,20641.0,14387.0,0.6970108037401289
Jharkhand,Other Rabi pulses,Rabi,2018-19,14497.0,10157.0,0.7006277160791888
Jharkhand,Other Rabi pulses,Rabi,2019-20,20712.0,14628.0,0.7062572421784473
Jharkhand,Peas & beans (Pulses),Rabi,2014-15,5571.0,5325.0,0.9558427571351642
Jharkhand,Peas & beans (Pulses),Rabi,2015-16,6334.0,5689.0,0.8981686138301231
Jharkhand,Peas & beans (Pulses),Rabi,2017-18,59150.0,71052.0,1.2012172442941673
Jharkhand,Peas & beans (Pulses),Rabi,2018-19,49614.0,62188.0,1.2534365300116903
Jharkhand,Peas & beans (Pulses),Rabi,2019-20,59138.0,74697.0,1.2630964861848557
Jharkhand,Potato,Rabi,2002-03,12269.369999999999,91200.95,7.4332219176697745
Jharkhand,Potato,Rabi,2003-04,9350.04,73413.8,7.851709725305987
Jharkhand,Potato,Rabi,2004-05,8320.97,63811.255000000005,7.668727924749159
Jharkhand,Potato,Rabi,2005-06,13345.34,108902.14,8.160312138918904
Jharkhand,Potato,Rabi,2006-07,13341.72,108295.0,8.117019394800671
Jharkhand,Potato,Rabi,2007-08,16143.02,113147.0,7.009035484066798
Jharkhand,Potato,Rabi,2008-09,16032.93,107587.0,6.710376705942083
Jharkhand,Potato,Rabi,2009-10,18429.0,128117.0,6.951923598676
Jharkhand,Potato,Rabi,2010-11,18078.0,104669.0,5.7898550724637685
Jharkhand,Potato,Rabi,2011-12,16213.0,119875.0,7.393758095355579
Jharkhand,Potato,Rabi,2012-13,16873.0,128549.0,7.618621466247852
Jharkhand,Potato,Rabi,2013-14,17421.0,102216.0,5.867401412088858
Jharkhand,Potato,Rabi,2014-15,16999.0,121786.0,7.164303782575446
Jharkhand,Potato,Rabi,2015-16,16418.0,100932.0,6.147642831039104
Jharkhand,Potato,Rabi,2016-17,24736.0,226561.0,9.159160737386804
Jharkhand,Potato,Winter,2002-03,10525.779999999999,74588.81,7.086297642550006
Jharkhand,Potato,Winter,2003-04,13174.369999999999,121890.06,9.25205987079458
Jharkhand,Potato,Winter,2004-05,10356.41,75518.193,7.291927704677586
Jharkhand,Potato,Winter,2005-06,16504.2,113256.46,6.862281116321906
Jharkhand,Potato,Winter,2006-07,20693.26,157358.0,7.604311742084138
Jharkhand,Potato,Winter,2007-08,20307.19,159162.0,7.837716592005099
Jharkhand,Potato,Winter,2008-09,21288.72,138075.0,6.4858291151370295
Jharkhand,Potato,Winter,2009-10,19997.0,134624.0,6.732209831474721
Jharkhand,Potato,Winter,2011-12,21703.0,186886.0,8.611067594341796
Jharkhand,Potato,Winter,2012-13,23093.0,156202.0,6.7640410514008575
Jharkhand,Potato,Winter,2013-14,22552.0,155407.0,6.8910517914153955
Jharkhand,Potato,Winter,2014-15,21548.0,157894.0,7.327547800259885
Jharkhand,Potato,Winter,2015-16,22294.0,154432.0,6.927065578182471
Jharkhand,Potato,Winter,2016-17,20926.0,166162.0,7.940456847940362
Jharkhand,Ragi,Autumn,2002-03,26659.730000000003,32959.9,1.2363178471799976
Jharkhand,Ragi,Autumn,2003-04,73301.3,50316.729999999996,0.6864370754679657
Jharkhand,Ragi,Autumn,2004-05,29029.16,23846.57,0.8214695154802963
Jharkhand,Ragi,Autumn,2005-06,27846.260000000002,23278.28,0.8359571446937577
Jharkhand,Ragi,Autumn,2006-07,32829.89,25216.0,0.7680805509857024
Jharkhand,Ragi,Autumn,2007-08,30550.120000000003,27952.0,0.9149554895365386
Jharkhand,Ragi,Autumn,2008-09,29768.73,27189.0,0.9133409453476853
Jharkhand,Ragi,Autumn,2009-10,27726.0,20392.0,0.7354829402005338
Jharkhand,Ragi,Autumn,2011-12,21550.0,20401.0,0.9466821345707657
Jharkhand,Ragi,Autumn,2012-13,21480.0,18462.0,0.8594972067039106
Jharkhand,Ragi,Autumn,2013-14,22202.0,16373.0,0.737456085037384
Jharkhand,Ragi,Autumn,2014-15,21395.0,20856.0,0.9748071979434447
Jharkhand,Ragi,Autumn,2015-16,20816.0,18672.0,0.8970023059185243
Jharkhand,Ragi,Autumn,2016-17,19421.0,22571.0,1.1621955615055868
Jharkhand,Ragi,Kharif,2017-18,19013.0,18485.0,0.9722295271656235
Jharkhand,Ragi,Kharif,2018-19,14027.0,11295.0,0.8052327653810508
Jharkhand,Ragi,Kharif,2019-20,14584.0,12766.0,0.8753428414701042
Jharkhand,Rapeseed &Mustard,Rabi,2002-03,4704.34,3602.67,0.7658183719714137
Jharkhand,Rapeseed &Mustard,Rabi,2003-04,6119.0,4852.37,0.7930004902761889
Jharkhand,Rapeseed &Mustard,Rabi,2004-05,6412.26,6332.889999999999,0.9876221488211643
Jharkhand,Rapeseed &Mustard,Rabi,2005-06,5989.03,4057.4900000000002,0.6774870054082215
Jharkhand,Rapeseed &Mustard,Rabi,2006-07,17701.5,11787.0,0.6658757732395559
Jharkhand,Rapeseed &Mustard,Rabi,2007-08,7190.9,6083.3099999999995,0.8459733830257686
Jharkhand,Rapeseed &Mustard,Rabi,2008-09,10308.78,6529.5,0.6333921181749925
Jharkhand,Rapeseed &Mustard,Rabi,2009-10,10364.0,7644.0,0.7375530683133925
Jharkhand,Rapeseed &Mustard,Rabi,2010-11,10475.0,7812.38,0.7458119331742243
Jharkhand,Rapeseed &Mustard,Rabi,2011-12,7486.0,6484.0,0.8661501469409565
Jharkhand,Rapeseed &Mustard,Rabi,2012-13,21277.0,18928.0,0.8895990976171453
Jharkhand,Rapeseed &Mustard,Rabi,2013-14,31770.0,32147.0,1.0118665407617249
Jharkhand,Rapeseed &Mustard,Rabi,2014-15,27096.0,24208.0,0.8934160023619723
Jharkhand,Rapeseed &Mustard,Rabi,2015-16,37130.0,31636.0,0.8520333961755993
Jharkhand,Rapeseed &Mustard,Rabi,2016-17,64371.0,60199.0,0.9351882058691026
Jharkhand,Rapeseed &Mustard,Rabi,2017-18,305045.0,218148.0,0.7151338327132063
Jharkhand,Rapeseed &Mustard,Rabi,2018-19,236853.0,164643.0,0.6951273574748895
Jharkhand,Rapeseed &Mustard,Rabi,2019-20,291431.0,231354.0,0.7938551492463053
Jharkhand,Rice,Autumn,2002-03,136359.61,89083.47437,0.6532981017619514
Jharkhand,Rice,Autumn,2003-04,614160.1,418253.076,0.6810163603920216
Jharkhand,Rice,Autumn,2004-05,153608.9,105329.2413303,0.685697517072904
Jharkhand,Rice,Autumn,2005-06,149362.86000000002,77861.719996,0.521292374797858
Jharkhand,Rice,Autumn,2006-07,183635.05,254349.34066699998,1.385080575124411
Jharkhand,Rice,Autumn,2007-08,183323.17,163691.34029999998,0.892911355940441
Jharkhand,Rice,Autumn,2008-09,188422.33,162673.93,0.8633474068598982
Jharkhand,Rice,Autumn,2009-10,157262.0,87969.91,0.5593844030980148
Jharkhand,Rice,Autumn,2011-12,150654.0,126011.92,0.8364326204415415
Jharkhand,Rice,Autumn,2012-13,148761.0,129691.89,0.8718137818379817
Jharkhand,Rice,Autumn,2013-14,154068.0,131683.25,0.8547086351481165
Jharkhand,Rice,Autumn,2014-15,139909.0,143817.94,1.0279391604542953
Jharkhand,Rice,Autumn,2015-16,145866.0,88108.59,0.6040378840853934
Jharkhand,Rice,Autumn,2016-17,137925.0,154025.25,1.116731919521479
Jharkhand,Rice,Kharif,2017-18,1735411.0,3421253.0,1.971436737464497
Jharkhand,Rice,Kharif,2018-19,1527103.0,2894101.0,1.895157694012781
Jharkhand,Rice,Kharif,2019-20,1357726.0,3612589.0,2.660764395761737
Jharkhand,Rice,Winter,2002-03,922658.6799999999,974007.517,1.0556531229945185
Jharkhand,Rice,Winter,2003-04,1437560.59,1525100.0199799999,1.0608944280950272
Jharkhand,Rice,Winter,2004-05,980642.41,901043.780304,0.9188301169883117
Jharkhand,Rice,Winter,2005-06,954735.25,536165.0000090001,0.5615850048576294
Jharkhand,Rice,Winter,2006-07,995583.37,1175594.73,1.1808099305636253
Jharkhand,Rice,Winter,2007-08,1014731.14,1306932.6570000001,1.2879595446336654
Jharkhand,Rice,Winter,2008-09,1008437.16,1333903.9100000001,1.322743709682416
Jharkhand,Rice,Winter,2009-10,825787.0,504507.93000000005,0.6109419620313713
Jharkhand,Rice,Winter,2011-12,832047.0,1250311.92,1.5026938622457624
Jharkhand,Rice,Winter,2012-13,942310.0,1292796.58,1.3719440311574749
Jharkhand,Rice,Winter,2013-14,933073.0,1366636.51,1.4646619396338765
Jharkhand,Rice,Winter,2014-15,849093.0,1248967.25,1.4709428178067656
Jharkhand,Rice,Winter,2015-16,1016623.0,674132.56,0.6631096876619947
Jharkhand,Rice,Winter,2016-17,1204133.0,2621001.25,2.1766708910062262
Jharkhand,Safflower,Rabi,2017-18,2005.0,1112.0,0.5546134663341646
Jharkhand,Safflower,Rabi,2018-19,775.0,454.0,0.5858064516129032
Jharkhand,Safflower,Rabi,2019-20,319.0,158.0,0.4952978056426332
Jharkhand,Sesamum,Kharif,2017-18,16168.0,6693.0,0.41396585848589806
Jharkhand,Sesamum,Kharif,2018-19,14634.0,5128.0,0.3504168375017084
Jharkhand,Sesamum,Kharif,2019-20,5844.0,2224.0,0.3805612594113621
Jharkhand,Soyabean,Kharif,2017-18,1923.0,1536.0,0.7987519500780031
Jharkhand,Soyabean,Kharif,2018-19,6099.0,4557.0,0.7471716674864732
Jharkhand,Soyabean,Kharif,2019-20,1193.0,1023.0,0.8575020955574183
Jharkhand,Sugarcane,Whole Year,2003-04,338.45,965.56,2.8528881666420447
Jharkhand,Sugarcane,Whole Year,2004-05,542.97,13957.57,25.70596902222959
Jharkhand,Sugarcane,Whole Year,2005-06,130.68,537.88,4.116008570554025
Jharkhand,Sugarcane,Whole Year,2006-07,587.89,26102.0,44.39946248447839
Jharkhand,Sugarcane,Whole Year,2007-08,966.83,40610.0,42.003247727108175
Jharkhand,Sugarcane,Whole Year,2008-09,729.31,18446.0,25.292399665437195
Jharkhand,Sugarcane,Whole Year,2009-10,894.0,38926.0,43.541387024608504
Jharkhand,Sugarcane,Whole Year,2011-12,766.0,27049.0,35.31201044386423
Jharkhand,Sugarcane,Whole Year,2012-13,990.0,48888.0,49.38181818181818
Jharkhand,Sugarcane,Whole Year,2013-14,998.0,56340.0,56.452905811623246
Jharkhand,Sugarcane,Whole Year,2014-15,713.0,37431.0,52.49789621318373
Jharkhand,Sunflower,Kharif,2017-18,412.0,289.0,0.7014563106796117
Jharkhand,Sunflower,Kharif,2018-19,358.0,198.0,0.553072625698324
Jharkhand,Sunflower,Kharif,2019-20,149.0,78.0,0.5234899328859061
Jharkhand,Sunflower,Rabi,2017-18,1759.0,913.0,0.519044911881751
Jharkhand,Sunflower,Rabi,2018-19,705.0,325.0,0.46099290780141844
Jharkhand,Sunflower,Rabi,2019-20,398.0,218.0,0.5477386934673367
Jharkhand,Urad,Autumn,2015-16,43173.0,22469.0,0.5204410163759757
Jharkhand,Urad,Autumn,2016-17,35690.0,34852.0,0.9765200336228635
Jharkhand,Urad,Kharif,2017-18,147191.0,128673.0,0.8741906774191357
Jharkhand,Urad,Kharif,2018-19,128669.0,108197.0,0.8408940770504162
Jharkhand,Urad,Kharif,2019-20,128440.0,111657.1,0.8693327623793211
Jharkhand,Wheat,Rabi,2002-03,57203.69,78366.24,1.3699507846434382
Jharkhand,Wheat,Rabi,2003-04,60269.700000000004,80181.21,1.3303734712467459
Jharkhand,Wheat,Rabi,2004-05,57905.58,72740.85,1.2561975892478756
Jharkhand,Wheat,Rabi,2005-06,50326.23,51264.0,1.0186338217665023
Jharkhand,Wheat,Rabi,2006-07,124418.04,163905.0,1.3173732683781227
Jharkhand,Wheat,Rabi,2007-08,54845.72,68534.0,1.249577906899572
Jharkhand,Wheat,Rabi,2008-09,58602.340000000004,79871.0,1.3629319238788076
Jharkhand,Wheat,Rabi,2009-10,52510.0,61618.0,1.1734526756808228
Jharkhand,Wheat,Rabi,2010-11,49596.0,54110.0,1.0910154044681022
Jharkhand,Wheat,Rabi,2011-12,47933.0,73657.0,1.5366657626270002
Jharkhand,Wheat,Rabi,2012-13,69336.0,128571.0,1.8543181031498788
Jharkhand,Wheat,Rabi,2013-14,73527.0,106208.0,1.4444761788186653
Jharkhand,Wheat,Rabi,2014-15,63741.0,96435.0,1.512919470984139
Jharkhand,Wheat,Rabi,2015-16,71027.0,113701.0,1.6008137750432934
Jharkhand,Wheat,Rabi,2016-17,112109.0,226854.0,2.023512831262432
Jharkhand,Wheat,Rabi,2017-18,220963.0,468754.0,2.1214139923878657
Jharkhand,Wheat,Rabi,2018-19,163847.0,302559.0,1.8465946889476157
Jharkhand,Wheat,Rabi,2019-20,214780.0,439401.0,2.0458189775584317
Jharkhand,Wheat,Winter,2014-15,23515.0,42516.0,1.8080374229215395
Karnataka,Arecanut,Whole Year,1997-98,93100.0,133342.0,1.4322448979591837
Karnataka,Arecanut,Whole Year,1998-99,98047.0,648365.0,6.612797943843259
Karnataka,Arecanut,Whole Year,2000-01,119093.0,162741.0,1.3665034888700427
Karnataka,Arecanut,Whole Year,2001-02,136065.0,182800.0,1.3434755447763935
Karnataka,Arecanut,Whole Year,2003-04,148939.0,198857.0,1.3351573462961346
Karnataka,Arecanut,Whole Year,2004-05,152759.0,203646.0,1.3331194888680864
Karnataka,Arecanut,Whole Year,2005-06,161151.0,1033658.0,6.414220203411707
Karnataka,Arecanut,Whole Year,2006-07,168401.0,223939.0,1.3297961413530799
Karnataka,Arecanut,Whole Year,2007-08,174404.0,1114484.0,6.390243343042591
Karnataka,Arecanut,Whole Year,2008-09,184515.0,1174591.0,6.365829336368317
Karnataka,Arecanut,Whole Year,2009-10,195802.0,1243385.0,6.3502160345655305
Karnataka,Arecanut,Whole Year,2010-11,211265.0,2284410.0,10.813007360424113
Karnataka,Arecanut,Whole Year,2011-12,216168.0,1750573.0,8.098206024943563
Karnataka,Arecanut,Whole Year,2012-13,221337.0,1776427.0,8.025892643344763
Karnataka,Arecanut,Whole Year,2013-14,218007.0,2428335.0,11.138793708458902
Karnataka,Arecanut,Whole Year,2014-15,235774.0,2181441.0,9.25225427740124
Karnataka,Arecanut,Whole Year,2015-16,247927.0,2430194.0,9.802054637050421
Karnataka,Arecanut,Whole Year,2016-17,254640.0,2586795.0,10.158635721017907
Karnataka,Arecanut,Whole Year,2017-18,279459.0,3030925.0,10.845687560608175
Karnataka,Arecanut,Whole Year,2018-19,476378.0,4253453.0,8.92873516409238
Karnataka,Arecanut,Whole Year,2019-20,500522.0,5409381.0,10.807478991932422
Karnataka,Arhar/Tur,Kharif,1997-98,421810.0,98473.0,0.23345345060572295
Karnataka,Arhar/Tur,Kharif,1998-99,475396.0,221453.0,0.46582848824979595
Karnataka,Arhar/Tur,Kharif,1999-00,508086.0,289526.0,0.5698366024649371
Karnataka,Arhar/Tur,Kharif,2000-01,582763.0,263533.0,0.4522129922455612
Karnataka,Arhar/Tur,Kharif,2001-02,482100.0,147437.0,0.30582244347645715
Karnataka,Arhar/Tur,Kharif,2002-03,513749.0,240665.0,0.4684486003865701
Karnataka,Arhar/Tur,Kharif,2003-04,532251.0,199627.0,0.375061765971318
Karnataka,Arhar/Tur,Kharif,2004-05,562127.0,291113.0,0.5178776326346182
Karnataka,Arhar/Tur,Kharif,2005-06,599884.0,407832.0,0.6798514379446693
Karnataka,Arhar/Tur,Kharif,2006-07,595697.0,262673.0,0.4409506846601544
Karnataka,Arhar/Tur,Kharif,2007-08,681136.0,451013.0,0.6621482347137723
Karnataka,Arhar/Tur,Kharif,2008-09,596622.0,313730.0,0.5258438341194257
Karnataka,Arhar/Tur,Kharif,2009-10,604305.0,279760.0,0.462945036033129
Karnataka,Arhar/Tur,Kharif,2010-11,891525.0,522540.0,0.5861192899806511
Karnataka,Arhar/Tur,Kharif,2011-12,767419.0,351611.0,0.4581734358935601
Karnataka,Arhar/Tur,Kharif,2012-13,659742.0,467109.0,0.7080176796384041
Karnataka,Arhar/Tur,Kharif,2013-14,823748.0,756566.0,0.9184435045669307
Karnataka,Arhar/Tur,Kharif,2014-15,728050.0,474035.0,0.651102259460202
Karnataka,Arhar/Tur,Kharif,2015-16,657354.0,241626.0,0.3675736361230022
Karnataka,Arhar/Tur,Kharif,2016-17,1213836.0,1212287.0,0.9987238803265021
Karnataka,Arhar/Tur,Kharif,2017-18,884913.0,839563.0,0.9487520242102896
Karnataka,Arhar/Tur,Kharif,2018-19,1560680.0,945939.0,0.6061069533792962
Karnataka,Arhar/Tur,Kharif,2019-20,1626389.0,1125991.0,0.6923257597044742
Karnataka,Bajra,Kharif,1997-98,301149.0,132056.0,0.4385071841513669
Karnataka,Bajra,Kharif,1998-99,415816.0,282231.0,0.678740115820459
Karnataka,Bajra,Kharif,1999-00,421185.0,251109.0,0.5961964457423697
Karnataka,Bajra,Kharif,2000-01,461048.0,340498.0,0.7385304783883674
Karnataka,Bajra,Kharif,2001-02,208213.0,111091.0,0.5335449755778938
Karnataka,Bajra,Kharif,2002-03,303868.0,119475.0,0.39318059157265656
Karnataka,Bajra,Kharif,2003-04,318328.0,191079.0,0.6002582242215576
Karnataka,Bajra,Kharif,2004-05,442372.0,264203.0,0.5972416879911026
Karnataka,Bajra,Kharif,2005-06,429889.0,389420.0,0.9058617457064498
Karnataka,Bajra,Kharif,2006-07,386456.0,161903.0,0.4189429068250978
Karnataka,Bajra,Kharif,2007-08,429832.0,332790.0,0.774232723482663
Karnataka,Bajra,Kharif,2008-09,264170.0,179509.0,0.6795207631449446
Karnataka,Bajra,Kharif,2009-10,304229.0,130201.0,0.427970377577417
Karnataka,Bajra,Kharif,2010-11,307977.0,291109.0,0.945229676242057
Karnataka,Bajra,Kharif,2011-12,281701.0,256072.0,0.9090205572575177
Karnataka,Bajra,Kharif,2012-13,274615.0,285157.0,1.0383882890592284
Karnataka,Bajra,Kharif,2013-14,280471.0,330923.0,1.1798831251715864
Karnataka,Bajra,Kharif,2014-15,234289.0,248601.0,1.061086948170849
Karnataka,Bajra,Kharif,2015-16,163108.0,107157.0,0.6569696152242686
Karnataka,Bajra,Kharif,2016-17,240347.0,253510.0,1.054766649885374
Karnataka,Bajra,Kharif,2017-18,226389.0,361940.0,1.5987525895692811
Karnataka,Bajra,Kharif,2018-19,193010.0,175359.0,0.908548779855966
Karnataka,Bajra,Kharif,2019-20,328048.0,355678.0,1.084225479198166
Karnataka,Bajra,Rabi,1998-99,451.0,536.0,1.188470066518847
Karnataka,Bajra,Rabi,2000-01,160.0,129.0,0.80625
Karnataka,Bajra,Rabi,2001-02,442.0,221.0,0.5
Karnataka,Bajra,Rabi,2002-03,271.0,215.0,0.7933579335793358
Karnataka,Bajra,Rabi,2003-04,117.0,105.0,0.8974358974358975
Karnataka,Bajra,Rabi,2004-05,222.0,200.0,0.9009009009009009
Karnataka,Bajra,Rabi,2005-06,78.0,104.0,1.3333333333333333
Karnataka,Bajra,Rabi,2006-07,44.0,43.0,0.9772727272727273
Karnataka,Bajra,Rabi,2007-08,439.0,506.0,1.152619589977221
Karnataka,Bajra,Rabi,2008-09,354.0,331.0,0.9350282485875706
Karnataka,Bajra,Rabi,2009-10,124.0,138.0,1.1129032258064515
Karnataka,Bajra,Rabi,2010-11,160.0,136.0,0.85
Karnataka,Bajra,Rabi,2011-12,1350.0,1225.0,0.9074074074074074
Karnataka,Bajra,Summer,1997-98,820.0,662.0,0.8073170731707318
Karnataka,Bajra,Summer,1998-99,846.0,498.0,0.5886524822695035
Karnataka,Bajra,Summer,2000-01,913.0,998.0,1.0930996714129244
Karnataka,Bajra,Summer,2001-02,850.0,929.0,1.0929411764705883
Karnataka,Bajra,Summer,2002-03,442.0,381.0,0.8619909502262444
Karnataka,Bajra,Summer,2003-04,300.0,271.0,0.9033333333333333
Karnataka,Bajra,Summer,2004-05,2108.0,1705.0,0.8088235294117647
Karnataka,Bajra,Summer,2005-06,917.0,1089.0,1.187568157033806
Karnataka,Bajra,Summer,2006-07,1236.0,1415.0,1.1448220064724919
Karnataka,Bajra,Summer,2007-08,1584.0,1579.0,0.9968434343434344
Karnataka,Bajra,Summer,2008-09,1084.0,1249.0,1.1522140221402215
Karnataka,Bajra,Summer,2009-10,754.0,707.0,0.9376657824933687
Karnataka,Bajra,Summer,2010-11,1090.0,955.0,0.8761467889908257
Karnataka,Bajra,Summer,2011-12,3193.0,3328.0,1.0422799874725963
Karnataka,Bajra,Summer,2015-16,3226.0,3579.0,1.1094234345939245
Karnataka,Bajra,Summer,2016-17,1980.0,2145.0,1.0833333333333333
Karnataka,Bajra,Summer,2017-18,5161.0,5313.0,1.0294516566556868
Karnataka,Bajra,Summer,2018-19,1418.0,1543.0,1.0881523272214386
Karnataka,Bajra,Summer,2019-20,10904.0,11378.0,1.043470286133529
Karnataka,Banana,Whole Year,1999-00,29043.0,671891.0,23.13435251179286
Karnataka,Banana,Whole Year,2000-01,35335.0,649567.0,18.383104570539125
Karnataka,Banana,Whole Year,2002-03,39813.0,681663.0,17.12161856679979
Karnataka,Banana,Whole Year,2003-04,33220.0,431463.0,12.988049367850692
Karnataka,Banana,Whole Year,2004-05,41977.0,526898.0,12.552064225647378
Karnataka,Banana,Whole Year,2005-06,43562.0,517257.0,11.874041595886323
Karnataka,Banana,Whole Year,2006-07,42646.0,851437.0,19.96522534352577
Karnataka,Banana,Whole Year,2007-08,52191.0,922999.0,17.68502232185626
Karnataka,Banana,Whole Year,2008-09,61001.0,1059346.0,17.366043179620007
Karnataka,Banana,Whole Year,2009-10,63981.0,1407316.0,21.995842515746862
Karnataka,Banana,Whole Year,2010-11,65767.0,1536239.0,23.358812170237353
Karnataka,Banana,Whole Year,2011-12,69256.0,1730522.0,24.987322398059373
Karnataka,Black pepper,Kharif,1997-98,3825.0,924.0,0.2415686274509804
Karnataka,Black pepper,Whole Year,1998-99,4387.0,10342.0,2.357419648962845
Karnataka,Black pepper,Whole Year,1999-00,6633.0,16012.0,2.413990652796623
Karnataka,Black pepper,Whole Year,2000-01,7249.0,17586.0,2.425989791695406
Karnataka,Black pepper,Whole Year,2001-02,9699.0,22185.0,2.2873492112588925
Karnataka,Black pepper,Whole Year,2002-03,10414.0,23178.0,2.2256577683887073
Karnataka,Black pepper,Whole Year,2003-04,10694.0,23561.0,2.203198054984103
Karnataka,Black pepper,Whole Year,2004-05,12344.0,27517.0,2.2291801685029164
Karnataka,Black pepper,Whole Year,2005-06,14797.0,32414.0,2.190579171453673
Karnataka,Black pepper,Whole Year,2006-07,13726.0,29025.0,2.1146000291417746
Karnataka,Black pepper,Whole Year,2007-08,16319.0,50867.0,3.117041485385134
Karnataka,Black pepper,Whole Year,2008-09,17451.0,73956.0,4.237923328176036
Karnataka,Black pepper,Whole Year,2009-10,19706.0,73143.0,3.711712168882574
Karnataka,Black pepper,Whole Year,2010-11,21061.0,12717.0,0.6038174825506861
Karnataka,Black pepper,Whole Year,2011-12,21701.0,6148.8,0.2833417814847242
Karnataka,Black pepper,Whole Year,2012-13,26837.0,76040.0,2.8334016469799157
Karnataka,Black pepper,Whole Year,2013-14,27958.0,69460.0,2.484440947134988
